user,duration,press_press_latency,release_press_latency,press_pressure,press_touch_major,press_touch_minor,press_x,press_y,press_x_acceleration,press_y_acceleration,press_z_acceleration,press_x_rotation,press_y_rotation,press_z_rotation,release_pressure,release_touch_major,release_touch_minor,release_x,release_y,release_x_acceleration,release_y_acceleration,release_z_acceleration,release_x_rotation,release_y_rotation,release_z_rotation
45,102.1818182,206.7,102.6,0.618181818,163.7960909,155.059,509.5454545,1440.909091,0.2078,3.017481818,8.129481818,0.017190909,0.162236364,0.986327273,0.571590909,140.4967273,140.4967273,508.7272727,1444.909091,0.227509091,3.028709091,8.766172727,0.017218182,0.161327273,0.986490909
45,90.81818182,216.7,123.5,0.613636364,155.059,155.059,497.4545455,1446.909091,1.028745455,2.410809091,8.304872727,-0.010872727,-0.144945455,-0.945745455,0.594318182,149.2340909,149.2340909,496.3636364,1450.090909,1.054645455,2.507081818,9.019472727,-0.009127273,-0.142963636,-0.946472727
45,106.6363636,220,112.7,0.614772727,155.059,155.059,491.1818182,1467,0.699581818,2.561345455,7.940427273,0.153536364,-0.031954545,0.067254545,0.55,137.5842727,137.5842727,488.6363636,1468.454545,0.725636364,2.419318182,8.746718182,0.152736364,-0.033009091,0.062818182
46,42,243.3,198,0.564772727,152.1465455,131.7593727,520.4545455,1454.272727,0.392845455,6.200881818,6.497990909,0.340772727,0.071363636,0.2519,0.551136364,128.8469182,128.8469182,520.4545455,1456.636364,0.4277,6.213536364,7.157927273,0.340063636,0.070645455,0.252045455
46,72.90909091,337.7,262.4,0.605681818,131.7593727,152.1465455,503.1818182,1447.909091,0.738563636,5.783936364,6.776572727,0.325818182,0.028418182,0.204727273,0.586363636,149.2340909,149.2340909,502.9090909,1438.363636,0.740554545,5.7976,7.335745455,0.325127273,0.026618182,0.202163636
46,64.81818182,348,278.3,0.6,155.059,143.4091818,509.2727273,1441.545455,0.070381818,5.418690909,7.024872727,0.301181818,0.048963636,0.168963636,0.580681818,134.6718182,134.6718182,509,1442.272727,0.0869,5.450545455,7.520472727,0.299981818,0.049509091,0.168863636
47,89.81818182,407.7,319.8,0.602272727,140.4967273,143.4091818,538,1443.727273,-0.527327273,4.948772727,7.5273,0.134854545,0.223718182,0.771836364,0.5875,131.7593636,131.7593636,537.5454545,1438.636364,-0.439809091,4.948027273,8.226436364,0.138372727,0.225936364,0.771227273
47,86.18181818,450.4,360.5,0.607954545,143.4091818,152.1465455,498.0909091,1446.909091,-0.6722,6.377427273,6.158663636,0.303436364,0.193027273,0.421263636,0.556818182,137.5842727,137.5842727,497.4545455,1448.181818,-0.504418182,6.4577,6.979645455,0.3031,0.191281818,0.420263636
47,99.54545455,415.5,314.4,0.621590909,152.1465455,155.0589091,521.3636364,1459.363636,-1.5044,5.918027273,6.8445,0.163054545,0.294090909,0.692018182,0.556818182,143.4091818,143.4091818,520.3636364,1463.909091,-1.271763636,5.991636364,7.465354545,0.163209091,0.294254545,0.691490909
48,81.09090909,380,297.5,0.589772727,152.1464545,137.5842727,515.6363636,1457.272727,-0.832590909,4.636372727,7.742136364,0.265527273,0.0261,-0.075236364,0.5875,137.5842727,137.5842727,515.5454545,1462.545455,-0.728772727,4.686863636,8.390209091,0.264990909,0.027509091,-0.074327273
48,91.63636364,300.1,207.6,0.598863636,137.5842727,143.4091818,517.6363636,1461.454545,-0.833545455,3.989372727,8.057381818,0.230054545,0.031754545,-0.0772,0.597727273,140.4967273,140.4967273,516.9090909,1456.818182,-0.794563636,4.081581818,8.634945455,0.229854545,0.032063636,-0.076463636
48,85.36363636,331.3,244.9,0.588636364,137.5842727,131.7593636,511.9090909,1465.454545,-0.943190909,4.288745455,7.763472727,0.241463636,0.033454545,-0.076236364,0.579545455,131.7593636,131.7593636,511.5454545,1461.818182,-0.849863636,4.366472727,8.501418182,0.241209091,0.034409091,-0.076881818
49,72.09090909,317.7,246.7,0.615909091,143.4090909,149.234,510.6363636,1447.181818,-0.347527273,6.146072727,6.838218182,0.284763636,-0.1795,-0.544181818,0.588636364,146.3215455,146.3215455,510.5454545,1447.272727,-0.317336364,6.188745455,7.456036364,0.2849,-0.179681818,-0.544190909
49,64.54545455,248.5,185,0.615909091,152.1463636,155.0588182,495.4545455,1447.909091,-0.449918182,6.237481818,6.687827273,0.289072727,-0.175236364,-0.545009091,0.603409091,155.0588182,155.0588182,495.0909091,1440.909091,-0.437963636,6.224854545,7.437409091,0.288736364,-0.174936364,-0.545645455
49,70.72727273,317.8,249.3,0.590909091,152.1464545,137.5841818,505,1448,0.017281818,5.817718182,7.113127273,0.260072727,-0.174572727,-0.525609091,0.530681818,128.8469091,128.8469091,504.2727273,1450.363636,-0.003963636,5.838645455,7.757972727,0.259454545,-0.1755,-0.527263636
50,111,436,329.8,0.631818182,137.5842727,155.059,528.3636364,1445.636364,-0.010581818,5.365409091,7.405509091,0.292354545,0.048572727,0.151690909,0.629545455,152.1465455,152.1465455,528.3636364,1445,-0.1524,5.480872727,8.023272727,0.292,0.049845455,0.150736364
50,117.8181818,349.3,232.2,0.625,155.059,155.059,529.3636364,1439.363636,-0.130727273,5.416318182,6.979563636,0.259236364,-0.153936364,-0.5007,0.603409091,149.2340909,149.2340909,528.4545455,1441.363636,-0.228245455,5.627945455,7.775481818,0.259918182,-0.153145455,-0.501381818
50,114,234.4,127.4,0.631818182,155.059,155.059,539.8181818,1444.181818,0.291645455,5.141945455,7.201327273,0.217890909,-0.207654545,-0.671363636,0.628409091,152.1465455,152.1465455,539.7272727,1442.545455,0.275336364,5.262881818,8.227354545,0.220645455,-0.205318182,-0.671963636
51,98.18181818,331.6,232.7,0.607954545,155.059,149.2340909,523.4545455,1429.090909,-0.794518182,4.136181818,7.512472727,0.2089,0.108781818,0.251972727,0.540909091,134.6718182,134.6718182,521.3636364,1423.909091,-0.813227273,4.1576,8.529681818,0.208254545,0.110545455,0.252209091
51,117.4545455,315,195,0.623863636,152.1464545,157.9713636,507.6363636,1437.363636,-0.769363636,3.725972727,7.681190909,0.187690909,0.100545455,0.252636364,0.569318182,143.4091818,143.4091818,503.7272727,1435.363636,-0.742236364,3.790736364,8.4742,0.186618182,0.098081818,0.251518182
51,100.6363636,401.1,299.6,0.604545455,152.1465455,146.3216364,524.7272727,1432.272727,-0.763036364,3.9344,7.531372727,0.2018,0.093,0.241081818,0.535227273,125.9344545,125.9344545,521.2727273,1430.181818,-0.786572727,4.016154545,8.6688,0.201236364,0.092709091,0.240672727
52,64.90909091,428.2,363.4,0.553409091,134.6718273,117.1971091,547.5454545,1438.181818,-0.557645455,6.998227273,5.913190909,0.405236364,0.033172727,-0.035263636,0.509090909,111.3722182,111.3722182,547.3636364,1439.909091,-0.583381818,7.009181818,6.381545455,0.404972727,0.035318182,-0.030627273
52,62.72727273,385.5,322.3,0.554545455,120.1095545,120.1095545,559.1818182,1442.454545,-0.961918182,6.657027273,6.234272727,0.289590909,0.257809091,0.476645455,0.521590909,114.2846636,114.2846636,558.5454545,1443.636364,-1.049890909,6.646854545,6.6742,0.2892,0.257163636,0.478090909
52,61.90909091,379.6,317.3,0.555681818,117.1971091,120.1095545,553.1818182,1445.454545,-1.086581818,6.778345455,6.178536364,0.291381818,0.270290909,0.483272727,0.498863636,111.3722182,111.3722182,552.5454545,1440,-1.072490909,6.793209091,6.719,0.290990909,0.268636364,0.4833
53,61.18181818,308.1,250.8,0.568181818,123.022,123.022,549.8181818,1437.545455,-0.945745455,6.659236364,6.271790909,0.349763636,-0.168045455,-0.536409091,0.506818182,111.3722182,111.3722182,549.5454545,1439.181818,-1.019918182,6.707590909,6.597145455,0.349,-0.168790909,-0.5379
53,60.45454545,365.2,306.2,0.565909091,123.022,123.022,564.5454545,1442.363636,-0.798509091,6.705818182,6.224372727,0.3536,-0.159445455,-0.506136364,0.494318182,114.2846636,114.2846636,564.3636364,1440,-0.8359,6.738390909,6.573172727,0.353972727,-0.158809091,-0.503827273
53,58.36363636,402,345.3,0.559090909,123.022,123.022,569.8181818,1433.636364,-0.975536364,6.672190909,6.254181818,0.348445455,-0.166190909,-0.534390909,0.503409091,117.1971091,117.1971091,570.7272727,1441.272727,-0.933336364,6.681609091,6.756781818,0.348327273,-0.165436364,-0.531018182
54,54.63636364,158.9,102.9,0.6375,140.4964545,163.7958182,495.2727273,1450,0.144927273,6.645918182,6.106781818,0.374127273,-0.017390909,-0.028236364,0.603409091,152.1462727,152.1462727,494.7272727,1447,0.086254545,6.653609091,6.998390909,0.373336364,-0.016372727,-0.027590909
54,57.09090909,184.2,127.3,0.643181818,157.9710909,160.8835455,421.1818182,1432.545455,0.583363636,6.346118182,6.758109091,0.344518182,-0.074027273,-0.092881818,0.634090909,160.8835455,160.8835455,421,1433.545455,0.452218182,6.444445455,7.057636364,0.346109091,-0.0747,-0.0928
54,55,197.8,144.1,0.634090909,160.8835455,155.0587273,420,1438,0.3517,6.583354545,6.188854545,0.366390909,-0.030918182,-0.040027273,0.627272727,152.1463636,152.1463636,419.8181818,1442.363636,0.349145455,6.581636364,7.068881818,0.366063636,-0.030618182,-0.0397
55,57.27272727,419.3,362.1,0.638636364,157.9711818,166.7084545,541,1455.363636,-1.202272727,4.558454545,7.319236364,0.256972727,0.015754545,-0.184963636,0.620454545,149.2338182,149.2338182,540.0909091,1445.363636,-1.206363636,4.600818182,8.096054545,0.257,0.015645455,-0.184981818
55,60.72727273,334.8,272.1,0.656818182,169.6208182,172.5331818,528.9090909,1436.727273,-1.397090909,5.046072727,7.004927273,0.292490909,0.014490909,-0.207227273,0.6125,163.7960909,163.7960909,527.8181818,1438.363636,-1.375590909,5.084509091,7.822245455,0.292045455,0.014654545,-0.207309091
55,61.72727273,301.3,237.5,0.657954545,175.4455455,178.3579091,533.3636364,1447.090909,-1.416727273,4.979972727,7.042954545,0.282290909,0.017718182,-0.198536364,0.630681818,169.6208182,169.6208182,532.6363636,1447.363636,-1.390272727,5.002818182,7.8687,0.283290909,0.018509091,-0.198272727
56,76.36363636,604.3,527.8,0.582954545,157.971,125.9344545,508.5454545,1433,-0.167945455,5.4086,7.031481818,0.297,0.051636364,0.132618182,0.570454545,125.9344545,125.9344545,508.3636364,1430.272727,-0.056063636,5.392727273,7.847727273,0.294463636,0.047490909,0.130236364
56,75,353.9,280.7,0.582954545,125.9344545,125.9344545,515.3636364,1427.454545,0.620472727,6.402081818,6.401663636,0.361718182,-0.043927273,-0.020681818,0.579545455,125.9344545,125.9344545,515.3636364,1423.272727,0.645281818,6.408309091,7.189618182,0.360945455,-0.044354545,-0.020709091
56,78.18181818,402.7,325.2,0.589772727,125.9344545,125.9344545,517.9090909,1425.272727,0.424890909,5.362345455,7.047445455,0.298036364,-0.0267,-0.007254545,0.580681818,125.9344545,125.9344545,517.8181818,1427.545455,0.512190909,5.344609091,8.210218182,0.297663636,-0.026572727,-0.007145455
57,76.54545455,336.9,261.2,0.626136364,143.409,163.7960909,531,1441.090909,0.777109091,9.302081818,2.8584,0.576781818,-0.111763636,-0.088072727,0.610227273,163.7960909,163.7960909,530.8181818,1445.363636,0.790536364,9.331009091,3.042163636,0.576527273,-0.112218182,-0.088481818
57,67.63636364,698.2,633,0.588636364,149.2340091,134.6718273,533.9090909,1436.090909,0.528090909,8.894063636,3.7641,0.533890909,-0.085190909,-0.0864,0.588636364,134.6718273,134.6718273,533.9090909,1433.363636,0.520709091,8.892127273,4.000081818,0.534254545,-0.084890909,-0.086136364
57,70.09090909,446.1,375.8,0.597727273,143.4090909,146.3214545,532.6363636,1430.454545,0.518836364,9.163945455,3.160781818,0.563390909,-0.087936364,-0.083454545,0.590909091,143.4090909,143.4090909,532.5454545,1429.272727,0.512836364,9.1734,3.4347,0.562836364,-0.088781818,-0.084618182
58,92.54545455,239.5,149.4,0.607954545,143.4090909,152.1465455,495.1818182,1454.545455,-1.294018182,3.802445455,7.8568,0.050072727,0.207845455,0.824818182,0.5875,140.4967273,140.4967273,494.8181818,1456.636364,-1.303590909,3.862909091,8.723145455,0.049981818,0.208327273,0.825209091
58,98.45454545,270.6,170.6,0.604545455,152.1465455,149.2340909,496.7272727,1450.454545,-1.219154545,3.793045455,7.865327273,0.050618182,0.210281818,0.828563636,0.584090909,146.3216364,146.3216364,496.3636364,1455.454545,-1.187181818,3.810918182,8.681272727,0.050872727,0.209245455,0.828572727
58,78,235.3,157,0.605681818,149.2340909,146.3216364,504.0909091,1462.363636,-1.129690909,3.826827273,7.849618182,0.057636364,0.208609091,0.830336364,0.573863636,137.5842727,137.5842727,503.4545455,1467.181818,-1.183672727,3.887372727,8.710990909,0.057281818,0.208518182,0.830372727
59,49.63636364,199.2,148.7,0.638636364,155.0588182,163.7960909,500.2727273,1456.909091,-0.459154545,4.896336364,7.416118182,0.261563636,0.011709091,-0.0414,0.635227273,160.8837273,160.8837273,500.1818182,1451.454545,-0.437327273,4.896527273,8.159390909,0.261427273,0.011827273,-0.0417
59,45,242.2,197.7,0.621590909,160.8837273,157.9712727,492.3636364,1451,-0.394545455,6.284909091,6.483309091,0.336772727,0.119136364,0.256745455,0.621590909,157.9712727,157.9712727,492.3636364,1448.272727,-0.390372727,6.270218182,7.074881818,0.3364,0.118972727,0.256218182
59,51.18181818,348.5,298,0.634090909,157.9712727,160.8837273,496.8181818,1443.636364,-0.296127273,6.541654545,6.224545455,0.350154545,0.110145455,0.242745455,0.634090909,160.8837273,160.8837273,496.8181818,1438.909091,-0.285036364,6.514409091,6.835336364,0.349027273,0.110818182,0.243481818
60,88.36363636,502.7,414.8,0.629545455,166.7084545,163.7958182,529.5454545,1425.818182,0.685372727,4.767909091,7.426236364,0.251509091,0.1139,0.543463636,0.528409091,143.4091818,143.4091818,529.3636364,1421.090909,1.120272727,5.172272727,8.450272727,0.252609091,0.114390909,0.543354545
60,85.54545455,1214.8,1129,0.631818182,160.8834545,160.8836364,520,1428.636364,0.641054545,4.127763636,7.753218182,0.220681818,-0.0164,0.089436364,0.609090909,149.234,149.234,519.9090909,1427.909091,0.830363636,4.392981818,8.830563636,0.221927273,-0.015081818,0.090581818
60,90.72727273,612.8,521.4,0.617045455,155.0589091,152.1465455,546.6363636,1430.272727,0.545445455,4.269118182,7.921763636,0.224436364,0.077272727,0.445,0.593181818,146.3216364,146.3216364,546.9090909,1427.363636,0.664363636,4.483254545,8.748818182,0.223518182,0.075709091,0.444845455
61,54.09090909,301.4,250.2,0.592045455,146.3216364,137.5842727,503.2727273,1442,-0.054409091,1.246963636,8.352318182,0.065027273,0.028654545,0.3651,0.592045455,137.5842727,137.5842727,503.2727273,1447.636364,-0.0317,1.331390909,9.332590909,0.064681818,0.029527273,0.365154545
61,55.54545455,986.7,934.5,0.585227273,131.7593636,125.9344545,496.4545455,1452.545455,0.053009091,1.675145455,8.303972727,0.083709091,0.031790909,0.365354545,0.585227273,125.9344545,125.9344545,496.4545455,1454,0.107309091,1.706554545,9.167745455,0.084118182,0.031909091,0.363081818
61,55.63636364,239.5,183.2,0.594318182,134.6718182,137.5842727,493.7272727,1451.363636,0.1391,1.566690909,8.372963636,0.082963636,0.040381818,0.4759,0.572727273,131.7593636,131.7593636,493.4545455,1451.727273,0.198854545,1.628481818,9.1997,0.083163636,0.040563636,0.475236364
62,63.09090909,291.8,227.4,0.628409091,143.4090909,160.8837273,515.7272727,1448.727273,0.052309091,5.261527273,7.521736364,0.278836364,-0.057072727,-0.194272727,0.586363636,143.4091818,143.4091818,514.5454545,1450.545455,-0.001245455,5.232563636,8.091681818,0.278018182,-0.057263636,-0.194590909
62,66.90909091,224.9,157.1,0.645454545,163.7960909,163.7960909,511.6363636,1449.181818,0.134454545,5.2982,7.406645455,0.278045455,-0.058436364,-0.190745455,0.613636364,149.234,149.234,510.6363636,1446.272727,0.116536364,5.2651,8.017581818,0.277909091,-0.057363636,-0.191190909
62,65.36363636,226.6,159.7,0.647727273,163.7960909,166.7084545,517.6363636,1449,0.066027273,5.234436364,7.3714,0.276009091,-0.064890909,-0.213309091,0.639772727,157.9710909,157.9710909,517,1448.636364,-0.012736364,5.236836364,8.250445455,0.274827273,-0.065172727,-0.213736364
63,92.09090909,364.1,272.8,0.589772727,157.9712727,137.5842818,544.6363636,1450.909091,-0.198781818,5.458290909,6.991518182,0.313290909,-0.037881818,-0.167772727,0.542045455,131.7593818,131.7593818,544,1457.090909,-0.375172727,5.7931,7.594136364,0.3179,-0.035,-0.164763636
63,82.54545455,459.5,374.5,0.607954545,137.5842818,146.3216364,524.7272727,1449.818182,-0.0953,5.953936364,6.563136364,0.334790909,-0.058009091,-0.172963636,0.585227273,137.5842727,137.5842727,523.8181818,1448.909091,-0.0964,5.925854545,7.393745455,0.331109091,-0.0566,-0.173281818
63,74,299.8,227.5,0.578409091,146.3216364,140.4967273,536.6363636,1467,-0.156481818,6.039018182,6.322281818,0.336081818,-0.051363636,-0.1588,0.536363636,125.9344818,125.9344818,537.9090909,1469.909091,-0.115936364,6.209854545,7.093836364,0.336081818,-0.051363636,-0.1588
64,59.81818182,220.9,161,0.596590909,140.4967273,146.3216364,513.4545455,1464.181818,-0.363527273,5.800581818,6.973527273,0.298163636,-0.101,-0.360836364,0.575,134.6718182,134.6718182,513.1818182,1457.090909,-0.362027273,5.825109091,7.751863636,0.298518182,-0.100790909,-0.360681818
64,66.72727273,230.2,164.3,0.611363636,146.3216364,146.3216364,509.4545455,1444.636364,-0.327145455,5.782109091,7.051581818,0.297918182,-0.102436364,-0.365436364,0.564772727,134.6718182,134.6718182,509.1818182,1440.090909,-0.434336364,5.835263636,7.725490909,0.297281818,-0.104181818,-0.367254545
64,56.45454545,257.2,202.7,0.592045455,146.3216364,140.4967273,535.4545455,1441.636364,0.187109091,6.514154545,6.262481818,0.319081818,-0.167781818,-0.421836364,0.576136364,134.6718182,134.6718182,535.2727273,1445.818182,0.152945455,6.419172727,6.972354545,0.315236364,-0.170918182,-0.423827273
65,93.18181818,242.5,149.2,0.606818182,143.4091818,146.3216364,511.7272727,1439.272727,-0.340363636,4.093909091,8.008345455,0.212672727,0.0416,0.116045455,0.585227273,137.5842727,137.5842727,510.8181818,1435.363636,-0.297754545,4.113463636,8.8843,0.211963636,0.0416,0.116236364
65,97.63636364,293.2,195.9,0.601136364,143.4091818,149.234,513.7272727,1443.818182,-0.478418182,4.312263636,7.810609091,0.2223,0.0566,0.126436364,0.570454545,140.4967273,140.4967273,512.7272727,1442.090909,-0.516109091,4.283636364,8.855690909,0.222245455,0.056472727,0.126209091
65,89.90909091,289.8,200.1,0.610227273,149.234,146.3215455,516.0909091,1444,-0.243863636,4.111363636,7.933636364,0.211663636,0.038727273,0.124954545,0.579545455,140.4966364,140.4966364,515.6363636,1444.727273,-0.170963636,4.126472727,8.910054545,0.211436364,0.037745455,0.123936364
66,118.6363636,292.7,173.1,0.601136364,146.3215455,146.3216364,492.9090909,1459,0.1495,9.247018182,2.810327273,0.022827273,0.598581818,0.797472727,0.55,134.6718182,134.6718182,491,1464.181818,0.144563636,9.308827273,3.448563636,0.024363636,0.598854545,0.797190909
66,118.6363636,391.1,269,0.597727273,143.4091818,137.5842727,500.8181818,1465,0.408054545,9.276381818,2.785545455,0.049636364,0.597072727,0.796918182,0.575,131.7593636,131.7593636,499.5454545,1465.636364,0.372054545,9.316645455,3.448972727,0.047818182,0.598145455,0.7964
66,72.81818182,487.7,415.2,0.585227273,134.6718182,125.9344545,550.1818182,1464.181818,-0.346654545,9.332718182,2.618172727,-0.0067,0.386263636,0.505681818,0.530681818,117.1971091,117.1971091,550.6363636,1458.272727,-0.478790909,9.3986,2.612436364,-0.017563636,0.496127273,0.649572727
67,69.45454545,415.2,347.1,0.585227273,123.022,123.022,553.5454545,1464,0.1227,9.092309091,3.309190909,0.587645455,-0.086172727,-0.209472727,0.539772727,117.1971091,117.1971091,553.2727273,1473.090909,0.095845455,9.138790909,2.842909091,0.588027273,-0.085818182,-0.211063636
67,71.09090909,414.3,342.8,0.584090909,123.022,125.9344545,556,1474.363636,0.117981818,9.151436364,3.106463636,0.582981818,-0.097390909,-0.199881818,0.554545455,120.1095545,120.1095545,555.9090909,1473.545455,0.130645455,9.186854545,2.913009091,0.586618182,-0.095236364,-0.196745455
67,76.36363636,461.4,385.7,0.579545455,125.9344545,123.022,552.8181818,1469.727273,0.2162,9.264318182,2.833836364,0.604918182,-0.094245455,-0.204136364,0.560227273,114.2846636,114.2846636,552.3636364,1464.545455,0.188336364,9.390281818,2.489263636,0.607345455,-0.092963636,-0.203609091
68,67.36363636,459.5,392.9,0.629545455,140.4964545,160.8835455,518.4545455,1445.090909,0.121372727,5.731627273,6.903027273,0.132245455,0.322763636,0.854363636,0.613636364,152.1463636,152.1463636,517.7272727,1445.818182,-0.016972727,5.936072727,7.806745455,0.132545455,0.322318182,0.853627273
68,61,451,390.5,0.638636364,160.8836364,166.7083636,536,1460.090909,-1.005381818,4.468954545,7.389672727,0.268227273,0.095027273,0.086454545,0.622727273,160.8835455,160.8835455,535.5454545,1460.545455,-0.764709091,4.546736364,9.031245455,0.268027273,0.095281818,0.085590909
68,66.54545455,435.8,371,0.644318182,172.5331818,172.5333636,544.4545455,1460.272727,-0.715163636,4.459363636,7.413327273,0.274081818,0.0858,0.086427273,0.611363636,169.621,169.621,543.2727273,1463.818182,-0.563990909,4.514281818,8.990509091,0.273981818,0.085218182,0.088945455
69,124.6363636,431.1,310.7,0.639772727,163.7961818,160.8837273,526,1456.545455,-0.318109091,3.404472727,8.073081818,0.054736364,0.185636364,0.906409091,0.615909091,157.9713636,157.9713636,525,1449.090909,-0.345,3.476909091,9.009563636,0.055845455,0.185781818,0.906109091
69,117.0909091,362.8,249.1,0.645454545,157.9713636,155.059,528.1818182,1452.181818,-0.584190909,3.590454545,7.9517,0.169572727,-0.120109091,-0.675327273,0.645454545,155.059,155.059,528.1818182,1452.363636,-0.480163636,3.660627273,9.1591,0.170445455,-0.120172727,-0.674045455
69,132.1818182,419,287.8,0.653409091,157.9713636,169.6208182,522.9090909,1459.545455,-0.498463636,3.526618182,7.985836364,0.173227273,-0.112645455,-0.674272727,0.640909091,163.7960909,163.7960909,522.6363636,1458.818182,-0.512918182,3.581472727,9.075163636,0.171181818,-0.115254545,-0.675836364
70,68.63636364,243.4,173.7,0.596590909,166.7083636,143.4090909,501.7272727,1447.272727,0.363736364,5.662572727,6.849936364,0.177772727,-0.256754545,-0.739045455,0.596590909,143.4090909,143.4090909,501.7272727,1448.545455,0.384272727,5.660763636,7.6628,0.176927273,-0.257509091,-0.738954545
70,80.36363636,200.4,119.4,0.627272727,152.1462727,163.796,498.7272727,1453.272727,-0.194745455,2.914909091,8.043981818,0.109354545,-0.104154545,-0.734390909,0.596590909,152.1464545,152.1464545,497.6363636,1452.363636,-0.223427273,2.895336364,8.730181818,0.109545455,-0.104145455,-0.734418182
70,67.72727273,202.4,132.9,0.606818182,157.9711818,155.0587273,503,1452.636364,-0.040590909,5.885781818,6.849027273,0.206072727,-0.264263636,-0.7555,0.579545455,143.4091818,143.4091818,502.5454545,1453.636364,-0.003254545,5.910018182,7.286927273,0.206072727,-0.264536364,-0.755727273
71,85.18181818,680.8,594.7,0.501136364,146.3215455,128.8469091,519.2727273,1442.181818,0.194381818,3.822218182,7.9029,0.197354545,0.040954545,0.229072727,0.454545455,123.022,123.022,517.4545455,1442,0.212363636,3.778345455,8.734836364,0.198536364,0.042681818,0.229681818
71,109.7272727,602.8,494.8,0.503409091,125.9344636,128.8469182,496.2727273,1453.636364,-6.558581818,6.183681818,2.454727273,-0.254709091,0.503245455,0.774609091,0.459090909,123.0220182,123.0220182,495.1818182,1457.636364,-6.711818182,6.052463636,4.1287,-0.254772727,0.501690909,0.775181818
71,102.9090909,1391,1287.1,0.481818182,128.8469182,125.9344727,484.8181818,1456.272727,-6.232981818,6.328718182,2.790290909,-0.244027273,0.498490909,0.787572727,0.440909091,108.4597727,108.4597727,483.3636364,1462,-6.356336364,6.284081818,4.0038,-0.243990909,0.498709091,0.787445455
72,70.63636364,268.5,198.3,0.643181818,140.4965545,166.7083636,499.5454545,1448.818182,0.308245455,4.699054545,7.720327273,0.248909091,0.007563636,0.089481818,0.618181818,155.0588182,155.0588182,498.5454545,1438.181818,0.2806,4.745663636,8.484781818,0.248927273,0.007254545,0.088654545
72,68.36363636,176.5,108,0.655681818,169.6207273,169.6207273,507.0909091,1449.090909,0.329754545,4.620354545,7.770218182,0.247454545,0.047309091,0.235609091,0.596590909,149.234,149.234,506.1818182,1452.727273,0.257527273,4.661845455,8.438881818,0.248345455,0.0474,0.234545455
72,66.81818182,177.4,111.4,0.652272727,169.6207273,172.5331818,509.4545455,1449.545455,0.134681818,4.818136364,7.696609091,0.240454545,0.048245455,0.218272727,0.628409091,155.0589091,155.0589091,508.5454545,1446.181818,0.258954545,4.704009091,8.482509091,0.241254545,0.048245455,0.218218182
73,94.45454545,405.2,308.8,0.589772727,157.9711818,131.7593636,511,1441.454545,-0.302690909,5.8431,6.947909091,0.038281818,0.314890909,0.934245455,0.572727273,128.8469182,128.8469182,510.7272727,1444.727273,-0.307072727,5.824709091,7.956163636,0.038209091,0.314781818,0.934218182
73,110.4545455,455.5,342.3,0.585227273,131.7593636,140.4966364,522,1451.454545,-0.098627273,6.268454545,6.472372727,0.296618182,0.192781818,0.499109091,0.560227273,137.5841818,137.5841818,521,1444.272727,-0.079236364,6.256918182,7.205927273,0.296690909,0.192845455,0.499472727
73,104.5454545,731,621.9,0.5875,143.4090909,137.5842727,515.4545455,1442.363636,-0.234963636,5.767781818,7.0681,0.029327273,0.309790909,0.942045455,0.5875,137.5842727,137.5842727,515.4545455,1443.727273,-0.209890909,5.744472727,7.9758,0.029381818,0.310263636,0.9419
74,62.81818182,360.5,298.1,0.582954545,134.6718182,131.7593636,512.8181818,1446.727273,0.005163636,5.678463636,7.018709091,0.283054545,0.124190909,0.382118182,0.561363636,128.8469091,128.8469091,512.0909091,1447.727273,0.021318182,5.724427273,7.7726,0.283854545,0.123890909,0.382063636
74,60.45454545,342,282.1,0.596590909,134.6717273,137.5841818,506.7272727,1449.181818,-0.072163636,5.899181818,7.009509091,0.283890909,0.147327273,0.428445455,0.588636364,134.6717273,134.6717273,506.7272727,1450.363636,-0.059909091,5.902581818,7.592345455,0.283963636,0.146709091,0.427445455
74,78,322.4,246.8,0.586363636,134.6718182,128.8469182,533.2727273,1454.545455,-0.437854545,4.750481818,7.255836364,0.251754545,-0.053790909,-0.277254545,0.571590909,125.9344636,125.9344636,533,1450.636364,-0.431372727,4.701509091,8.6454,0.251745455,-0.053209091,-0.276818182
75,126.3636364,347.1,219.7,0.575,125.9344636,131.7593636,521.4545455,1435,0.837754545,4.968445455,7.283509091,0.032945455,-0.275190909,-0.916736364,0.556818182,128.8469091,128.8469091,520.0909091,1435.454545,0.851472727,5.026027273,7.885436364,0.033436364,-0.275018182,-0.916372727
75,119.5454545,354.6,231.4,0.575,137.5842727,137.5842727,501.5454545,1439.363636,-0.275054545,3.605690909,7.997945455,0.0292,0.189172727,0.9505,0.534090909,123.0220091,123.0220091,500.1818182,1442.363636,-0.2298,3.719854545,8.878845455,0.030518182,0.189272727,0.949818182
75,99.45454545,287.4,184.6,0.569318182,137.5842727,137.5842818,509.1818182,1444.363636,-0.578081818,3.987172727,7.602772727,0.029372727,0.217990909,0.944490909,0.531818182,128.8469182,128.8469182,508.0909091,1435.727273,-0.728581818,4.0115,8.424409091,0.028736364,0.2193,0.945145455
76,61.09090909,233.5,172.2,0.598863636,137.5842818,146.3216364,536.1818182,1428.727273,0.167636364,7.457918182,5.513772727,0.413681818,0.075954545,0.176581818,0.5625,131.7593636,131.7593636,535.7272727,1432.363636,0.123790909,7.4489,6.260445455,0.413045455,0.076718182,0.179345455
